+------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-------------------------------------------------+--------+-------------------------------------------+-------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-------------------------------------------------+--------+-------------------------------------------+-------------------------------------------------------+
| Mod name               | Registry name                                                | BlockID | Subtypes | Item ID | Item meta | Display name                                    | Exists | Ore Dict keys                             | NBT                                                   |
| Chisel                 | chisel:energizedvoidstone                                    |    1187 |     true |    5040 |         2 | Primal Voidstone                                | true   |                                           |                                                       |
| Chisel                 | chisel:energizedvoidstone                                    |    1187 |     true |    5040 |         3 | Primal Voidstone                                | true   |                                           |                                                       |
| Chisel                 | chisel:energizedvoidstone                                    |    1187 |     true |    5040 |         4 | Primal Voidstone                                | true   |                                           |                                                       |
| Chisel                 | chisel:energizedvoidstone                                    |    1187 |     true |    5040 |         5 | Primal Voidstone                                | true   |                                           |                                                       |
| Chisel                 | chisel:energizedvoidstone                                    |    1187 |     true |    5040 |         6 | Primal Voidstone                                | true   |                                           |                                                       |
| Chisel                 | chisel:energizedvoidstone                                    |    1187 |     true |    5040 |         7 | Primal Voidstone                                | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |         0 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |         1 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |         2 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |         3 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |         4 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |         5 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |         6 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |         7 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |         8 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |         9 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |        10 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |        11 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |        12 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |        13 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |        14 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory                                               |    1094 |     true |    4947 |        15 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory1                                              |    1095 |     true |    4948 |         0 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory1                                              |    1095 |     true |    4948 |         1 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory1                                              |    1095 |     true |    4948 |         2 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory1                                              |    1095 |     true |    4948 |         3 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:factory1                                              |    1095 |     true |    4948 |         4 | Factory Block                                   | true   |                                           |                                                       |
| Chisel                 | chisel:futura                                                |    1096 |     true |    4949 |         0 | Futura Block                                    | true   |                                           |                                                       |
| Chisel                 | chisel:futura                                                |    1096 |     true |    4949 |         1 | Futura Block                                    | true   |                                           |                                                       |
| Chisel                 | chisel:futura                                                |    1096 |     true |    4949 |         2 | Futura Block                                    | true   |                                           |                                                       |
| Chisel                 | chisel:futura                                                |    1096 |     true |    4949 |         3 | Futura Block                                    | true   |                                           |                                                       |
| Chisel                 | chisel:futura                                                |    1096 |     true |    4949 |         4 | Futura Block                                    | true   |                                           |                                                       |
| Chisel                 | chisel:futura                                                |    1096 |     true |    4949 |         5 | Futura Block                                    | true   |                                           |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |         0 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |         1 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |         2 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |         3 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |         4 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |         5 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |         6 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |         7 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |         8 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |         9 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |        10 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |        11 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |        12 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |        13 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |        14 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glass                                                 |    1097 |     true |    4950 |        15 | Glass                                           | true   | blockGlass,blockGlassColorless            |                                                       |
| Chisel                 | chisel:glassdyedblack                                        |    1098 |     true |    4951 |         0 | Black Stained Glass                             | true   | blockGlass,blockGlassBlack                |                                                       |
| Chisel                 | chisel:glassdyedblack                                        |    1098 |     true |    4951 |         1 | Black Stained Glass                             | true   | blockGlass,blockGlassBlack                |                                                       |
| Chisel                 | chisel:glassdyedblack                                        |    1098 |     true |    4951 |         2 | Black Stained Glass                             | true   | blockGlass,blockGlassBlack                |                                                       |
| Chisel                 | chisel:glassdyedblack                                        |    1098 |     true |    4951 |         3 | Black Stained Glass                             | true   | blockGlass,blockGlassBlack                |                                                       |
| Chisel                 | chisel:glassdyedblack                                        |    1098 |     true |    4951 |         4 | Black Stained Glass                             | true   | blockGlass,blockGlassBlack                |                                                       |
| Chisel                 | chisel:glassdyedblack                                        |    1098 |     true |    4951 |         5 | Black Stained Glass                             | true   | blockGlass,blockGlassBlack                |                                                       |
| Chisel                 | chisel:glassdyedblue                                         |    1102 |     true |    4955 |         0 | Blue Stained Glass                              | true   | blockGlass,blockGlassBlue                 |                                                       |
| Chisel                 | chisel:glassdyedblue                                         |    1102 |     true |    4955 |         1 | Blue Stained Glass                              | true   | blockGlass,blockGlassBlue                 |                                                       |
| Chisel                 | chisel:glassdyedblue                                         |    1102 |     true |    4955 |         2 | Blue Stained Glass                              | true   | blockGlass,blockGlassBlue                 |                                                       |
| Chisel                 | chisel:glassdyedblue                                         |    1102 |     true |    4955 |         3 | Blue Stained Glass                              | true   | blockGlass,blockGlassBlue                 |                                                       |
| Chisel                 | chisel:glassdyedblue                                         |    1102 |     true |    4955 |         4 | Blue Stained Glass                              | true   | blockGlass,blockGlassBlue                 |                                                       |
| Chisel                 | chisel:glassdyedblue                                         |    1102 |     true |    4955 |         5 | Blue Stained Glass                              | true   | blockGlass,blockGlassBlue                 |                                                       |
| Chisel                 | chisel:glassdyedbrown                                        |    1101 |     true |    4954 |         0 | Brown Stained Glass                             | true   | blockGlass,blockGlassBrown                |                                                       |
| Chisel                 | chisel:glassdyedbrown                                        |    1101 |     true |    4954 |         1 | Brown Stained Glass                             | true   | blockGlass,blockGlassBrown                |                                                       |
| Chisel                 | chisel:glassdyedbrown                                        |    1101 |     true |    4954 |         2 | Brown Stained Glass                             | true   | blockGlass,blockGlassBrown                |                                                       |
| Chisel                 | chisel:glassdyedbrown                                        |    1101 |     true |    4954 |         3 | Brown Stained Glass                             | true   | blockGlass,blockGlassBrown                |                                                       |
| Chisel                 | chisel:glassdyedbrown                                        |    1101 |     true |    4954 |         4 | Brown Stained Glass                             | true   | blockGlass,blockGlassBrown                |                                                       |
| Chisel                 | chisel:glassdyedbrown                                        |    1101 |     true |    4954 |         5 | Brown Stained Glass                             | true   | blockGlass,blockGlassBrown                |                                                       |
| Chisel                 | chisel:glassdyedcyan                                         |    1104 |     true |    4957 |         0 | Cyan Stained Glass                              | true   | blockGlass,blockGlassCyan                 |                                                       |
| Chisel                 | chisel:glassdyedcyan                                         |    1104 |     true |    4957 |         1 | Cyan Stained Glass                              | true   | blockGlass,blockGlassCyan                 |                                                       |
| Chisel                 | chisel:glassdyedcyan                                         |    1104 |     true |    4957 |         2 | Cyan Stained Glass                              | true   | blockGlass,blockGlassCyan                 |                                                       |
| Chisel                 | chisel:glassdyedcyan                                         |    1104 |     true |    4957 |         3 | Cyan Stained Glass                              | true   | blockGlass,blockGlassCyan                 |                                                       |
| Chisel                 | chisel:glassdyedcyan                                         |    1104 |     true |    4957 |         4 | Cyan Stained Glass                              | true   | blockGlass,blockGlassCyan                 |                                                       |
| Chisel                 | chisel:glassdyedcyan                                         |    1104 |     true |    4957 |         5 | Cyan Stained Glass                              | true   | blockGlass,blockGlassCyan                 |                                                       |
| Chisel                 | chisel:glassdyedgray                                         |    1106 |     true |    4959 |         0 | Gray Stained Glass                              | true   | blockGlass,blockGlassGray                 |                                                       |
| Chisel                 | chisel:glassdyedgray                                         |    1106 |     true |    4959 |         1 | Gray Stained Glass                              | true   | blockGlass,blockGlassGray                 |                                                       |
| Chisel                 | chisel:glassdyedgray                                         |    1106 |     true |    4959 |         2 | Gray Stained Glass                              | true   | blockGlass,blockGlassGray                 |                                                       |
| Chisel                 | chisel:glassdyedgray                                         |    1106 |     true |    4959 |         3 | Gray Stained Glass                              | true   | blockGlass,blockGlassGray                 |                                                       |
| Chisel                 | chisel:glassdyedgray                                         |    1106 |     true |    4959 |         4 | Gray Stained Glass                              | true   | blockGlass,blockGlassGray                 |                                                       |
| Chisel                 | chisel:glassdyedgray                                         |    1106 |     true |    4959 |         5 | Gray Stained Glass                              | true   | blockGlass,blockGlassGray                 |                                                       |
| Chisel                 | chisel:glassdyedgreen                                        |    1100 |     true |    4953 |         0 | Green Stained Glass                             | true   | blockGlass,blockGlassGreen                |                                                       |
| Chisel                 | chisel:glassdyedgreen                                        |    1100 |     true |    4953 |         1 | Green Stained Glass                             | true   | blockGlass,blockGlassGreen                |                                                       |
| Chisel                 | chisel:glassdyedgreen                                        |    1100 |     true |    4953 |         2 | Green Stained Glass                             | true   | blockGlass,blockGlassGreen                |                                                       |
| Chisel                 | chisel:glassdyedgreen                                        |    1100 |     true |    4953 |         3 | Green Stained Glass                             | true   | blockGlass,blockGlassGreen                |                                                       |
| Chisel                 | chisel:glassdyedgreen                                        |    1100 |     true |    4953 |         4 | Green Stained Glass                             | true   | blockGlass,blockGlassGreen                |                                                       |
| Chisel                 | chisel:glassdyedgreen                                        |    1100 |     true |    4953 |         5 | Green Stained Glass                             | true   | blockGlass,blockGlassGreen                |                                                       |
| Chisel                 | chisel:glassdyedlightblue                                    |    1110 |     true |    4963 |         0 | Light Blue Stained Glass                        | true   | blockGlass,blockGlassLightBlue            |                                                       |
| Chisel                 | chisel:glassdyedlightblue                                    |    1110 |     true |    4963 |         1 | Light Blue Stained Glass                        | true   | blockGlass,blockGlassLightBlue            |                                                       |
| Chisel                 | chisel:glassdyedlightblue                                    |    1110 |     true |    4963 |         2 | Light Blue Stained Glass                        | true   | blockGlass,blockGlassLightBlue            |                                                       |
| Chisel                 | chisel:glassdyedlightblue                                    |    1110 |     true |    4963 |         3 | Light Blue Stained Glass                        | true   | blockGlass,blockGlassLightBlue            |                                                       |
| Chisel                 | chisel:glassdyedlightblue                                    |    1110 |     true |    4963 |         4 | Light Blue Stained Glass                        | true   | blockGlass,blockGlassLightBlue            |                                                       |
| Chisel                 | chisel:glassdyedlightblue                                    |    1110 |     true |    4963 |         5 | Light Blue Stained Glass                        | true   | blockGlass,blockGlassLightBlue            |                                                       |
| Chisel                 | chisel:glassdyedlightgray                                    |    1105 |     true |    4958 |         0 | Light Gray Stained Glass                        | true   | blockGlass,blockGlassLightGray            |                                                       |
| Chisel                 | chisel:glassdyedlightgray                                    |    1105 |     true |    4958 |         1 | Light Gray Stained Glass                        | true   | blockGlass,blockGlassLightGray            |                                                       |
| Chisel                 | chisel:glassdyedlightgray                                    |    1105 |     true |    4958 |         2 | Light Gray Stained Glass                        | true   | blockGlass,blockGlassLightGray            |                                                       |
| Chisel                 | chisel:glassdyedlightgray                                    |    1105 |     true |    4958 |         3 | Light Gray Stained Glass                        | true   | blockGlass,blockGlassLightGray            |                                                       |
| Chisel                 | chisel:glassdyedlightgray                                    |    1105 |     true |    4958 |         4 | Light Gray Stained Glass                        | true   | blockGlass,blockGlassLightGray            |                                                       |
| Chisel                 | chisel:glassdyedlightgray                                    |    1105 |     true |    4958 |         5 | Light Gray Stained Glass                        | true   | blockGlass,blockGlassLightGray            |                                                       |
| Chisel                 | chisel:glassdyedlime                                         |    1108 |     true |    4961 |         0 | Lime Stained Glass                              | true   | blockGlass,blockGlassLime                 |                                                       |
| Chisel                 | chisel:glassdyedlime                                         |    1108 |     true |    4961 |         1 | Lime Stained Glass                              | true   | blockGlass,blockGlassLime                 |                                                       |
| Chisel                 | chisel:glassdyedlime                                         |    1108 |     true |    4961 |         2 | Lime Stained Glass                              | true   | blockGlass,blockGlassLime                 |                                                       |
| Chisel                 | chisel:glassdyedlime                                         |    1108 |     true |    4961 |         3 | Lime Stained Glass                              | true   | blockGlass,blockGlassLime                 |                                                       |
| Chisel                 | chisel:glassdyedlime                                         |    1108 |     true |    4961 |         4 | Lime Stained Glass                              | true   | blockGlass,blockGlassLime                 |                                                       |
| Chisel                 | chisel:glassdyedlime                                         |    1108 |     true |    4961 |         5 | Lime Stained Glass                              | true   | blockGlass,blockGlassLime                 |                                                       |
| Chisel                 | chisel:glassdyedmagenta                                      |    1111 |     true |    4964 |         0 | Magenta Stained Glass                           | true   | blockGlass,blockGlassMagenta              |                                                       |
| Chisel                 | chisel:glassdyedmagenta                                      |    1111 |     true |    4964 |         1 | Magenta Stained Glass                           | true   | blockGlass,blockGlassMagenta              |                                                       |
| Chisel                 | chisel:glassdyedmagenta                                      |    1111 |     true |    4964 |         2 | Magenta Stained Glass                           | true   | blockGlass,blockGlassMagenta              |                                                       |
| Chisel                 | chisel:glassdyedmagenta                                      |    1111 |     true |    4964 |         3 | Magenta Stained Glass                           | true   | blockGlass,blockGlassMagenta              |                                                       |
| Chisel                 | chisel:glassdyedmagenta                                      |    1111 |     true |    4964 |         4 | Magenta Stained Glass                           | true   | blockGlass,blockGlassMagenta              |                                                       |
| Chisel                 | chisel:glassdyedmagenta                                      |    1111 |     true |    4964 |         5 | Magenta Stained Glass                           | true   | blockGlass,blockGlassMagenta              |                                                       |
| Chisel                 | chisel:glassdyedorange                                       |    1112 |     true |    4965 |         0 | Orange Stained Glass                            | true   | blockGlass,blockGlassOrange               |                                                       |
| Chisel                 | chisel:glassdyedorange                                       |    1112 |     true |    4965 |         1 | Orange Stained Glass                            | true   | blockGlass,blockGlassOrange               |                                                       |
| Chisel                 | chisel:glassdyedorange                                       |    1112 |     true |    4965 |         2 | Orange Stained Glass                            | true   | blockGlass,blockGlassOrange               |                                                       |
| Chisel                 | chisel:glassdyedorange                                       |    1112 |     true |    4965 |         3 | Orange Stained Glass                            | true   | blockGlass,blockGlassOrange               |                                                       |
| Chisel                 | chisel:glassdyedorange                                       |    1112 |     true |    4965 |         4 | Orange Stained Glass                            | true   | blockGlass,blockGlassOrange               |                                                       |
| Chisel                 | chisel:glassdyedorange                                       |    1112 |     true |    4965 |         5 | Orange Stained Glass                            | true   | blockGlass,blockGlassOrange               |                                                       |
| Chisel                 | chisel:glassdyedpink                                         |    1107 |     true |    4960 |         0 | Pink Stained Glass                              | true   | blockGlass,blockGlassPink                 |                                                       |
| Chisel                 | chisel:glassdyedpink                                         |    1107 |     true |    4960 |         1 | Pink Stained Glass                              | true   | blockGlass,blockGlassPink                 |                                                       |
| Chisel                 | chisel:glassdyedpink                                         |    1107 |     true |    4960 |         2 | Pink Stained Glass                              | true   | blockGlass,blockGlassPink                 |                                                       |
| Chisel                 | chisel:glassdyedpink                                         |    1107 |     true |    4960 |         3 | Pink Stained Glass                              | true   | blockGlass,blockGlassPink                 |                                                       |
| Chisel                 | chisel:glassdyedpink                                         |    1107 |     true |    4960 |         4 | Pink Stained Glass                              | true   | blockGlass,blockGlassPink                 |                                                       |
| Chisel                 | chisel:glassdyedpink                                         |    1107 |     true |    4960 |         5 | Pink Stained Glass                              | true   | blockGlass,blockGlassPink                 |                                                       |
| Chisel                 | chisel:glassdyedpurple                                       |    1103 |     true |    4956 |         0 | Purple Stained Glass                            | true   | blockGlass,blockGlassPurple               |                                                       |
| Chisel                 | chisel:glassdyedpurple                                       |    1103 |     true |    4956 |         1 | Purple Stained Glass                            | true   | blockGlass,blockGlassPurple               |                                                       |
| Chisel                 | chisel:glassdyedpurple                                       |    1103 |     true |    4956 |         2 | Purple Stained Glass                            | true   | blockGlass,blockGlassPurple               |                                                       |
| Chisel                 | chisel:glassdyedpurple                                       |    1103 |     true |    4956 |         3 | Purple Stained Glass                            | true   | blockGlass,blockGlassPurple               |                                                       |
| Chisel                 | chisel:glassdyedpurple                                       |    1103 |     true |    4956 |         4 | Purple Stained Glass                            | true   | blockGlass,blockGlassPurple               |                                                       |
| Chisel                 | chisel:glassdyedpurple                                       |    1103 |     true |    4956 |         5 | Purple Stained Glass                            | true   | blockGlass,blockGlassPurple               |                                                       |
| Chisel                 | chisel:glassdyedred                                          |    1099 |     true |    4952 |         0 | Red Stained Glass                               | true   | blockGlass,blockGlassRed                  |                                                       |
| Chisel                 | chisel:glassdyedred                                          |    1099 |     true |    4952 |         1 | Red Stained Glass                               | true   | blockGlass,blockGlassRed                  |                                                       |
| Chisel                 | chisel:glassdyedred                                          |    1099 |     true |    4952 |         2 | Red Stained Glass                               | true   | blockGlass,blockGlassRed                  |                                                       |
| Chisel                 | chisel:glassdyedred                                          |    1099 |     true |    4952 |         3 | Red Stained Glass                               | true   | blockGlass,blockGlassRed                  |                                                       |
| Chisel                 | chisel:glassdyedred                                          |    1099 |     true |    4952 |         4 | Red Stained Glass                               | true   | blockGlass,blockGlassRed                  |                                                       |
| Chisel                 | chisel:glassdyedred                                          |    1099 |     true |    4952 |         5 | Red Stained Glass                               | true   | blockGlass,blockGlassRed                  |                                                       |
| Chisel                 | chisel:glassdyedwhite                                        |    1113 |     true |    4966 |         0 | White Stained Glass                             | true   | blockGlass,blockGlassWhite                |                                                       |
| Chisel                 | chisel:glassdyedwhite                                        |    1113 |     true |    4966 |         1 | White Stained Glass                             | true   | blockGlass,blockGlassWhite                |                                                       |
| Chisel                 | chisel:glassdyedwhite                                        |    1113 |     true |    4966 |         2 | White Stained Glass                             | true   | blockGlass,blockGlassWhite                |                                                       |
| Chisel                 | chisel:glassdyedwhite                                        |    1113 |     true |    4966 |         3 | White Stained Glass                             | true   | blockGlass,blockGlassWhite                |                                                       |
| Chisel                 | chisel:glassdyedwhite                                        |    1113 |     true |    4966 |         4 | White Stained Glass                             | true   | blockGlass,blockGlassWhite                |                                                       |
| Chisel                 | chisel:glassdyedwhite                                        |    1113 |     true |    4966 |         5 | White Stained Glass                             | true   | blockGlass,blockGlassWhite                |                                                       |
| Chisel                 | chisel:glassdyedyellow                                       |    1109 |     true |    4962 |         0 | Yellow Stained Glass                            | true   | blockGlass,blockGlassYellow               |                                                       |
| Chisel                 | chisel:glassdyedyellow                                       |    1109 |     true |    4962 |         1 | Yellow Stained Glass                            | true   | blockGlass,blockGlassYellow               |                                                       |
| Chisel                 | chisel:glassdyedyellow                                       |    1109 |     true |    4962 |         2 | Yellow Stained Glass                            | true   | blockGlass,blockGlassYellow               |                                                       |
| Chisel                 | chisel:glassdyedyellow                                       |    1109 |     true |    4962 |         3 | Yellow Stained Glass                            | true   | blockGlass,blockGlassYellow               |                                                       |
| Chisel                 | chisel:glassdyedyellow                                       |    1109 |     true |    4962 |         4 | Yellow Stained Glass                            | true   | blockGlass,blockGlassYellow               |                                                       |
| Chisel                 | chisel:glassdyedyellow                                       |    1109 |     true |    4962 |         5 | Yellow Stained Glass                            | true   | blockGlass,blockGlassYellow               |                                                       |
| Chisel                 | chisel:glowstone                                             |    1114 |     true |    4967 |         0 | Glowstone                                       | true   | glowstone                                 |                                                       |
| Chisel                 | chisel:glowstone                                             |    1114 |     true |    4967 |         1 | Glowstone                                       | true   | glowstone                                 |                                                       |
| Chisel                 | chisel:glowstone                                             |    1114 |     true |    4967 |         2 | Glowstone                                       | true   | glowstone                                 |                                                       |
| Chisel                 | chisel:glowstone                                             |    1114 |     true |    4967 |         3 | Glowstone                                       | true   | glowstone                                 |                                                       |
| Chisel                 | chisel:glowstone                                             |    1114 |     true |    4967 |         4 | Glowstone                                       | true   | glowstone                                 |                                                       |
| Chisel                 | chisel:glowstone                                             |    1114 |     true |    4967 |         5 | Glowstone                                       | true   | glowstone                                 |                                                       |
| Chisel                 | chisel:glowstone                                             |    1114 |     true |    4967 |         6 | Glowstone                                       | true   | glowstone                                 |                                                       |
| Chisel                 | chisel:glowstone                                             |    1114 |     true |    4967 |         7 | Glowstone                                       | true   | glowstone                                 |                                                       |
| Chisel                 | chisel:glowstone                                             |    1114 |     true |    4967 |         8 | Glowstone                                       | true   | glowstone                                 |                                                       |
| Chisel                 | chisel:glowstone                                             |    1114 |     true |    4967 |         9 | Glowstone                                       | true   | glowstone                                 |                                                       |
