+------------------------------------+-------------------------------------------------+----------+-------------------------------------+-----+
| OreDict Key                        | Registry name                                   | Meta/dmg | Display name                        | NBT |
| dirt                               | chisel:dirt                                     |        2 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |        3 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |        4 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |        5 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |        6 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |        7 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |        8 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |        9 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |       10 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |       11 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |       12 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |       13 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |       14 | Dirt                                |     |
| dirt                               | chisel:dirt                                     |       15 | Dirt                                |     |
| dirt                               | minecraft:dirt                                  |        0 | Dirt                                |     |
| doorIron                           | minecraft:iron_door                             |        0 | Iron Door                           |     |
| doorWood                           | minecraft:acacia_door                           |        0 | Acacia Door                         |     |
| doorWood                           | minecraft:birch_door                            |        0 | Birch Door                          |     |
| doorWood                           | minecraft:dark_oak_door                         |        0 | Dark Oak Door                       |     |
| doorWood                           | minecraft:jungle_door                           |        0 | Jungle Door                         |     |
| doorWood                           | minecraft:spruce_door                           |        0 | Spruce Door                         |     |
| doorWood                           | minecraft:wooden_door                           |        0 | Oak Door                            |     |
| drawerBasic                        | storagedrawers:basicdrawers                     |    32767 | (WILDCARD)                          |     |
| drawerTrim                         | storagedrawers:trim                             |    32767 | (WILDCARD)                          |     |
| dreamwood                          | botania:dreamwood                               |        0 | Dreamwood                           |     |
| dreamwoodTwig                      | botania:manaresource                            |       13 | Dreamwood Twig                      |     |
| dropHoney                          | harvestcraft:honeyitem                          |        0 | Honey                               |     |
| dropofevil                         | extrautils2:ingredients                         |       10 | Drop of Evil                        |     |
| dustAerotheum                      | thermalfoundation:material                      |     1026 | Aerotheum Dust                      |     |
| dustAluminum                       | immersiveengineering:metal                      |       10 | Aluminium Grit                      |     |
| dustAluminum                       | thermalfoundation:material                      |       68 | Pulverized Aluminum                 |     |
| dustBasalz                         | thermalfoundation:material                      |     2053 | Basalz Powder                       |     |
| dustBlaze                          | minecraft:blaze_powder                          |        0 | Blaze Powder                        |     |
| dustBlitz                          | thermalfoundation:material                      |     2051 | Blitz Powder                        |     |
| dustBlizz                          | thermalfoundation:material                      |     2049 | Blizz Powder                        |     |
| dustBronze                         | thermalfoundation:material                      |       99 | Bronze Blend                        |     |
| dustCharcoal                       | thermalfoundation:material                      |      769 | Pulverized Charcoal                 |     |
| dustCoal                           | thermalfoundation:material                      |      768 | Pulverized Coal                     |     |
| dustCoke                           | immersiveengineering:material                   |       17 | Coke Dust                           |     |
| dustConstantan                     | immersiveengineering:metal                      |       15 | Constantan Grit                     |     |
| dustConstantan                     | thermalfoundation:material                      |      100 | Constantan Blend                    |     |
| dustCopper                         | immersiveengineering:metal                      |        9 | Copper Grit                         |     |
| dustCopper                         | thermalfoundation:material                      |       64 | Pulverized Copper                   |     |
| dustCryotheum                      | thermalfoundation:material                      |     1025 | Cryotheum Dust                      |     |
| dustElectrum                       | immersiveengineering:metal                      |       16 | Electrum Grit                       |     |
| dustElectrum                       | thermalfoundation:material                      |       97 | Electrum Blend                      |     |
| dustEnderium                       | thermalfoundation:material                      |      103 | Enderium Blend                      |     |
| dustGlowstone                      | minecraft:glowstone_dust                        |        0 | Glowstone Dust                      |     |
| dustGold                           | immersiveengineering:metal                      |       19 | Gold Grit                           |     |
| dustGold                           | thermalfoundation:material                      |        1 | Pulverized Gold                     |     |
| dustHOPGraphite                    | immersiveengineering:material                   |       18 | HOP Graphite Dust                   |     |
| dustInvar                          | thermalfoundation:material                      |       98 | Invar Blend                         |     |
| dustIridium                        | thermalfoundation:material                      |       71 | Pulverized Iridium                  |     |
| dustIron                           | immersiveengineering:metal                      |       18 | Iron Grit                           |     |
| dustIron                           | thermalfoundation:material                      |        0 | Pulverized Iron                     |     |
| dustLead                           | immersiveengineering:metal                      |       11 | Lead Grit                           |     |
| dustLead                           | thermalfoundation:material                      |       67 | Pulverized Lead                     |     |
| dustLumium                         | thermalfoundation:material                      |      102 | Lumium Blend                        |     |
| dustLunar                          | extrautils2:ingredients                         |        3 | Lunar Reactive Dust                 |     |
| dustMana                           | thermalfoundation:material                      |     1028 | Mana Dust                           |     |
| dustMithril                        | thermalfoundation:material                      |       72 | Pulverized Mana Infused Metal       |     |
| dustNickel                         | immersiveengineering:metal                      |       13 | Nickel Grit                         |     |
| dustNickel                         | thermalfoundation:material                      |       69 | Pulverized Nickel                   |     |
| dustObsidian                       | thermalfoundation:material                      |      770 | Pulverized Obsidian                 |     |
| dustPetrotheum                     | thermalfoundation:material                      |     1027 | Petrotheum Dust                     |     |
| dustPlatinum                       | thermalfoundation:material                      |       70 | Pulverized Platinum                 |     |
| dustPrismarine                     | minecraft:prismarine_crystals                   |        0 | Prismarine Crystals                 |     |
| dustPyrotheum                      | thermalfoundation:material                      |     1024 | Pyrotheum Dust                      |     |
| dustRedstone                       | minecraft:redstone                              |        0 | Redstone                            |     |
| dustSalt                           | harvestcraft:saltitem                           |        0 | Salt                                |     |
| dustSaltpeter                      | immersiveengineering:material                   |       24 | Nitrate Dust                        |     |
| dustSaltpeter                      | thermalfoundation:material                      |      772 | Niter                               |     |
| dustSignalum                       | thermalfoundation:material                      |      101 | Signalum Blend                      |     |
| dustSilver                         | immersiveengineering:metal                      |       12 | Silver Grit                         |     |
| dustSilver                         | thermalfoundation:material                      |       66 | Pulverized Silver                   |     |
| dustSteel                          | immersiveengineering:metal                      |       17 | Steel Grit                          |     |
| dustSteel                          | thermalfoundation:material                      |       96 | Steel Blend                         |     |
| dustSulfur                         | immersiveengineering:material                   |       25 | Sulfur Dust                         |     |
| dustSulfur                         | thermalfoundation:material                      |      771 | Sulfur                              |     |
| dustTin                            | thermalfoundation:material                      |       65 | Pulverized Tin                      |     |
| dustTinyIron                       | rustic:dust_tiny_iron                           |        0 | Tiny Pile of Iron Dust              |     |
| dustUranium                        | immersiveengineering:metal                      |       14 | Uranium Grit                        |     |
| dustWood                           | thermalfoundation:material                      |      800 | Sawdust                             |     |
| dye                                | botania:dye                                     |    32767 | (WILDCARD)                          |     |
| dye                                | extrautils2:ingredients                         |       14 | Blue Dye                            |     |
| dye                                | minecraft:dye                                   |    32767 | (WILDCARD)                          |     |
| dye                                | thermalfoundation:dye                           |    32767 | (WILDCARD)                          |     |
| dyeBlack                           | botania:dye                                     |       15 | Floral Black Powder                 |     |
| dyeBlack                           | minecraft:dye                                   |        0 | Ink Sac                             |     |
| dyeBlack                           | thermalfoundation:dye                           |        0 | Black Pigment                       |     |
| dyeBlue                            | botania:dye                                     |       11 | Floral Blue Powder                  |     |
| dyeBlue                            | extrautils2:ingredients                         |       14 | Blue Dye                            |     |
| dyeBlue                            | minecraft:dye                                   |        4 | Lapis Lazuli                        |     |
| dyeBlue                            | thermalfoundation:dye                           |        4 | Blue Pigment                        |     |
| dyeBrown                           | botania:dye                                     |       12 | Floral Brown Powder                 |     |
| dyeBrown                           | minecraft:dye                                   |        3 | Cocoa Beans                         |     |
| dyeBrown                           | thermalfoundation:dye                           |        3 | Brown Pigment                       |     |
| dyeCyan                            | botania:dye                                     |        9 | Floral Cyan Powder                  |     |
| dyeCyan                            | minecraft:dye                                   |        6 | Cyan Dye                            |     |
| dyeCyan                            | thermalfoundation:dye                           |        6 | Cyan Pigment                        |     |
| dyeGray                            | botania:dye                                     |        7 | Floral Gray Powder                  |     |
| dyeGray                            | minecraft:dye                                   |        8 | Gray Dye                            |     |
| dyeGray                            | thermalfoundation:dye                           |        8 | Gray Pigment                        |     |
| dyeGreen                           | botania:dye                                     |       13 | Floral Green Powder                 |     |
| dyeGreen                           | minecraft:dye                                   |        2 | Cactus Green                        |     |
| dyeGreen                           | thermalfoundation:dye                           |        2 | Green Pigment                       |     |
| dyeLightBlue                       | botania:dye                                     |        3 | Floral Light Blue Powder            |     |
| dyeLightBlue                       | minecraft:dye                                   |       12 | Light Blue Dye                      |     |
| dyeLightBlue                       | thermalfoundation:dye                           |       12 | Light Blue Pigment                  |     |
| dyeLightGray                       | botania:dye                                     |        8 | Floral Light Gray Powder            |     |
| dyeLightGray                       | minecraft:dye                                   |        7 | Light Gray Dye                      |     |
| dyeLightGray                       | rustic:ironberries                              |        0 | Ironberries                         |     |
| dyeLightGray                       | thermalfoundation:dye                           |        7 | Light Gray Pigment                  |     |
| dyeLime                            | botania:dye                                     |        5 | Floral Lime Powder                  |     |
| dyeLime                            | minecraft:dye                                   |       10 | Lime Dye                            |     |
| dyeLime                            | thermalfoundation:dye                           |       10 | Lime Pigment                        |     |
| dyeMagenta                         | botania:dye                                     |        2 | Floral Magenta Powder               |     |
| dyeMagenta                         | extrautils2:ingredients                         |        3 | Lunar Reactive Dust                 |     |
| dyeMagenta                         | minecraft:dye                                   |       13 | Magenta Dye                         |     |
| dyeMagenta                         | thermalfoundation:dye                           |       13 | Magenta Pigment                     |     |
| dyeOrange                          | botania:dye                                     |        1 | Floral Orange Powder                |     |
| dyeOrange                          | minecraft:dye                                   |       14 | Orange Dye                          |     |
| dyeOrange                          | thermalfoundation:dye                           |       14 | Orange Pigment                      |     |
| dyePink                            | botania:dye                                     |        6 | Floral Pink Powder                  |     |
| dyePink                            | minecraft:dye                                   |        9 | Pink Dye                            |     |
| dyePink                            | thermalfoundation:dye                           |        9 | Pink Pigment                        |     |
| dyePurple                          | botania:dye                                     |       10 | Floral Purple Powder                |     |
| dyePurple                          | minecraft:dye                                   |        5 | Purple Dye                          |     |
| dyePurple                          | rustic:grapes                                   |        0 | Grapes                              |     |
| dyePurple                          | thermalfoundation:dye                           |        5 | Purple Pigment                      |     |
| dyeRed                             | botania:dye                                     |       14 | Floral Red Powder                   |     |
| dyeRed                             | minecraft:dye                                   |        1 | Rose Red                            |     |
| dyeRed                             | rustic:wildberries                              |        0 | Wildberries                         |     |
| dyeRed                             | thermalfoundation:dye                           |        1 | Red Pigment                         |     |
| dyeWhite                           | botania:dye                                     |        0 | Floral White Powder                 |     |
| dyeWhite                           | minecraft:dye                                   |       15 | Bone Meal                           |     |
| dyeWhite                           | thermalfoundation:dye                           |       15 | White Pigment                       |     |
| dyeYellow                          | botania:dye                                     |        4 | Floral Yellow Powder                |     |
| dyeYellow                          | minecraft:dye                                   |       11 | Dandelion Yellow                    |     |
| dyeYellow                          | thermalfoundation:dye                           |       11 | Yellow Pigment                      |     |
| egg                                | minecraft:egg                                   |        0 | Egg                                 |     |
| electronTube                       | immersiveengineering:material                   |       26 | Vacuum Tube                         |     |
| elvenDragonstone                   | botania:manaresource                            |        9 | Dragonstone                         |     |
| elvenPixieDust                     | botania:manaresource                            |        8 | Pixie Dust                          |     |
| enderpearl                         | minecraft:ender_pearl                           |        0 | Ender Pearl                         |     |
| endstone                           | chisel:endstone                                 |        0 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |        1 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |        2 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |        3 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |        4 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |        5 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |        6 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |        7 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |        8 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |        9 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |       10 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |       11 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |       12 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |       13 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |       14 | Endstone                            |     |
| endstone                           | chisel:endstone                                 |       15 | Endstone                            |     |
| endstone                           | chisel:endstone1                                |        0 | Endstone                            |     |
| endstone                           | chisel:endstone1                                |        1 | Endstone                            |     |
| endstone                           | chisel:endstone1                                |        2 | Endstone                            |     |
| endstone                           | chisel:endstone1                                |        3 | Endstone                            |     |
| endstone                           | chisel:endstone1                                |        4 | Endstone                            |     |
| endstone                           | chisel:endstone1                                |        5 | Endstone                            |     |
| endstone                           | chisel:endstone1                                |        6 | Endstone                            |     |
| endstone                           | chisel:endstone1                                |        7 | Endstone                            |     |
| endstone                           | chisel:endstone1                                |        8 | Endstone                            |     |
| endstone                           | chisel:endstone1                                |        9 | Endstone                            |     |
| endstone                           | chisel:endstone2                                |        0 | Endstone                            |     |
| endstone                           | chisel:endstone2                                |        1 | Endstone                            |     |
| endstone                           | chisel:endstone2                                |        2 | Endstone                            |     |
| endstone                           | chisel:endstone2                                |        3 | Endstone                            |     |
| endstone                           | chisel:endstone2                                |        4 | Endstone                            |     |
| endstone                           | chisel:endstone2                                |        5 | Endstone                            |     |
| endstone                           | chisel:endstone2                                |        6 | Endstone                            |     |
| endstone                           | minecraft:end_stone                             |        0 | End Stone                           |     |
| eternalLifeEssence                 | botania:manaresource                            |        5 | Gaia Spirit                         |     |
| eyeofredstone                      | extrautils2:ingredients                         |        2 | Eye of Redstone                     |     |
| fabricHemp                         | immersiveengineering:material                   |        5 | Tough Fabric                        |     |
| feather                            | minecraft:feather                               |        0 | Feather                             |     |
| feather                            | totemic:eagle_drops                             |        1 | Eagle Feather                       |     |
| fenceAluminum                      | immersiveengineering:metal_decoration1          |        4 | Aluminium Fence                     |     |
| fenceGateWood                      | minecraft:acacia_fence_gate                     |        0 | Acacia Fence Gate                   |     |
| fenceGateWood                      | minecraft:birch_fence_gate                      |        0 | Birch Fence Gate                    |     |
| fenceGateWood                      | minecraft:dark_oak_fence_gate                   |        0 | Dark Oak Fence Gate                 |     |
| fenceGateWood                      | minecraft:fence_gate                            |        0 | Oak Fence Gate                      |     |
| fenceGateWood                      | minecraft:jungle_fence_gate                     |        0 | Jungle Fence Gate                   |     |
| fenceGateWood                      | minecraft:spruce_fence_gate                     |        0 | Spruce Fence Gate                   |     |
| fenceSteel                         | immersiveengineering:metal_decoration1          |        0 | Steel Fence                         |     |
| fenceTreatedWood                   | immersiveengineering:wooden_decoration          |        0 | Treated Wood Fence                  |     |
| fenceWood                          | minecraft:acacia_fence                          |        0 | Acacia Fence                        |     |
| fenceWood                          | minecraft:birch_fence                           |        0 | Birch Fence                         |     |
| fenceWood                          | minecraft:dark_oak_fence                        |        0 | Dark Oak Fence                      |     |
| fenceWood                          | minecraft:fence                                 |        0 | Oak Fence                           |     |
| fenceWood                          | minecraft:jungle_fence                          |        0 | Jungle Fence                        |     |
| fenceWood                          | minecraft:spruce_fence                          |        0 | Spruce Fence                        |     |
| fiberHemp                          | immersiveengineering:material                   |        4 | Industrial Hemp Fiber               |     |
| flourEqualswheat                   | harvestcraft:flouritem                          |        0 | Flour                               |     |
| flourEqualswheat                   | minecraft:wheat                                 |        0 | Wheat                               |     |
| flowerRed                          | minecraft:red_flower                            |        0 | Poppy                               |     |
| flowerYellow                       | minecraft:yellow_flower                         |        0 | Dandelion                           |     |
| foodAkutuq                         | harvestcraft:akutuqitem                         |        0 | Akutuq                              |     |
| foodAlmondbutter                   | harvestcraft:almondbutteritem                   |        0 | Almond Butter                       |     |
| foodAnchovypepperonipizza          | harvestcraft:anchovypepperonipizzaitem          |        0 | Anchovy Pepperoni Pizza             |     |
| foodAnchovyraw                     | harvestcraft:anchovyrawitem                     |        0 | Raw Anchovy                         |     |
| foodApplecider                     | harvestcraft:applecideritem                     |        0 | Apple Cider                         |     |
| foodApplefritter                   | harvestcraft:applefritteritem                   |        0 | Apple Fritter                       |     |
| foodApplejelly                     | harvestcraft:applejellyitem                     |        0 | Apple Jelly                         |     |
| foodApplejellysandwich             | harvestcraft:applejellysandwichitem             |        0 | Apple Jelly Sandwich                |     |
| foodApplejuice                     | harvestcraft:applejuiceitem                     |        0 | Apple Juice                         |     |
| foodApplepie                       | harvestcraft:applepieitem                       |        0 | Apple Pie                           |     |
| foodApplesauce                     | harvestcraft:applesauceitem                     |        0 | Apple Sauce                         |     |
| foodApplesmoothie                  | harvestcraft:applesmoothieitem                  |        0 | Apple Smoothie                      |     |
| foodApplesnow                      | harvestcraft:applesnowitem                      |        0 | Apple Snow                          |     |
| foodAppleyogurt                    | harvestcraft:appleyogurtitem                    |        0 | Apple Yogurt                        |     |
| foodApricotglazedpork              | harvestcraft:apricotglazedporkitem              |        0 | Apricot Glazed Pork                 |     |
| foodApricotjelly                   | harvestcraft:apricotjellyitem                   |        0 | Apricot Jelly                       |     |
| foodApricotjellysandwich           | harvestcraft:apricotjellysandwichitem           |        0 | Apricot Jelly Sandwich              |     |
| foodApricotjuice                   | harvestcraft:apricotjuiceitem                   |        0 | Apricot Juice                       |     |
| foodApricotsmoothie                | harvestcraft:apricotsmoothieitem                |        0 | Apricot Smoothie                    |     |
| foodApricotyogurt                  | harvestcraft:apricotyogurtitem                  |        0 | Apricot Yogurt                      |     |
| foodAsparagusquiche                | harvestcraft:asparagusquicheitem                |        0 | Asparagus Quiche                    |     |
| foodAsparagussoup                  | harvestcraft:asparagussoupitem                  |        0 | Asparagus Soup                      |     |
| foodAvocadoburrito                 | harvestcraft:avocadoburritoitem                 |        0 | Avocado Burrito                     |     |
| foodBabaganoush                    | harvestcraft:babaganoushitem                    |        0 | Baba Ganoush                        |     |
| foodBaconandeggs                   | harvestcraft:baconandeggsitem                   |        0 | Bacon and Eggs                      |     |
| foodBaconcheeseburger              | harvestcraft:baconcheeseburgeritem              |        0 | Bacon Cheeseburger                  |     |
| foodBaconmushroomburger            | harvestcraft:baconmushroomburgeritem            |        0 | Bacon Mushroom Burger               |     |
| foodBaconpancakes                  | harvestcraft:baconpancakesitem                  |        0 | Bacon Pancakes                      |     |
| foodBaconwrappeddates              | harvestcraft:baconwrappeddatesitem              |        0 | Bacon Wrapped Dates                 |     |
| foodBakedalaska                    | harvestcraft:bakedalaskaitem                    |        0 | Baked Alaska                        |     |
| foodBakedbeans                     | harvestcraft:bakedbeansitem                     |        0 | Baked Beans                         |     |
| foodBakedbeets                     | harvestcraft:bakedbeetsitem                     |        0 | Baked Beets                         |     |
| foodBakedcactus                    | harvestcraft:bakedcactusitem                    |        0 | Baked Cactus                        |     |
| foodBakedham                       | harvestcraft:bakedhamitem                       |        0 | Baked Ham                           |     |
| foodBakedturnips                   | harvestcraft:bakedturnipsitem                   |        0 | Baked Turnips                       |     |
| foodBaklava                        | harvestcraft:baklavaitem                        |        0 | Baklava                             |     |
| foodBamboosteamedrice              | harvestcraft:bamboosteamedriceitem              |        0 | Bamboo Steamed Rice                 |     |
| foodBananamilkshake                | harvestcraft:bananamilkshakeitem                |        0 | Banana Milkeshake                   |     |
| foodBanananutbread                 | harvestcraft:banananutbreaditem                 |        0 | Banana Nut Bread                    |     |
| foodBananasmoothie                 | harvestcraft:bananasmoothieitem                 |        0 | Banana Smoothie                     |     |
| foodBananasplit                    | harvestcraft:bananasplititem                    |        0 | Banana Split                        |     |
| foodBananayogurt                   | harvestcraft:bananayogurtitem                   |        0 | Banana Yogurt                       |     |
| foodBangersandmash                 | harvestcraft:bangersandmashitem                 |        0 | Bangers and Mash                    |     |
| foodBassraw                        | harvestcraft:bassrawitem                        |        0 | Raw Bass                            |     |
| foodBatter                         | harvestcraft:batteritem                         |        0 | Batter                              |     |
| foodBatteredsausage                | harvestcraft:batteredsausageitem                |        0 | Battered Sausage                    |     |
| foodBbqchickenpizza                | harvestcraft:bbqchickenpizzaitem                |        0 | BBQ Chicken Pizza                   |     |
| foodBbqplatter                     | harvestcraft:bbqplatteritem                     |        0 | BBQ Platter                         |     |
| foodBbqpotatochips                 | harvestcraft:bbqpotatochipsitem                 |        0 | BBQ Potato Chips                    |     |
| foodBbqpulledpork                  | harvestcraft:bbqpulledporkitem                  |        0 | BBQ Pulled Pork                     |     |
| foodBbqsauce                       | harvestcraft:bbqsauceitem                       |        0 | BBQ Sauce                           |     |
| foodBeanburrito                    | harvestcraft:beanburritoitem                    |        0 | Bean Burrito                        |     |
| foodBeansandrice                   | harvestcraft:beansandriceitem                   |        0 | Beans and Rice                      |     |
| foodBeansontoast                   | harvestcraft:beansontoastitem                   |        0 | Beans on Toast                      |     |
| foodBeefjerky                      | harvestcraft:beefjerkyitem                      |        0 | Beef Jerky                          |     |
| foodBeefwellington                 | harvestcraft:beefwellingtonitem                 |        0 | Beef Wellington                     |     |
| foodBeetburger                     | harvestcraft:beetburgeritem                     |        0 | Beet Burger                         |     |
| foodBeetsalad                      | harvestcraft:beetsaladitem                      |        0 | Beet Salad                          |     |
| foodBeetsoup                       | harvestcraft:beetsoupitem                       |        0 | Beet Soup                           |     |
| foodBerrymeringuenest              | harvestcraft:berrymeringuenestitem              |        0 | Berry Meringue Nest                 |     |
| foodBerryvinaigrettesalad          | harvestcraft:berryvinaigrettesaladitem          |        0 | Berry Vinaigrette Salad             |     |
| foodBibimbap                       | harvestcraft:bibimbapitem                       |        0 | Bibimbap                            |     |
| foodBiscuit                        | harvestcraft:biscuititem                        |        0 | Biscuit                             |     |
| foodBiscuitsandgravy               | harvestcraft:biscuitsandgravyitem               |        0 | Biscuits and Gravy                  |     |
| foodBlackberrycobbler              | harvestcraft:blackberrycobbleritem              |        0 | Blackberry Cobbler                  |     |
| foodBlackberryjelly                | harvestcraft:blackberryjellyitem                |        0 | Blackberry Jelly                    |     |
| foodBlackberryjellysandwich        | harvestcraft:blackberryjellysandwichitem        |        0 | Blackberry Jelly Sandwich           |     |
| foodBlackberryjuice                | harvestcraft:blackberryjuiceitem                |        0 | Blackberry Juice                    |     |
| foodBlackberrysmoothie             | harvestcraft:blackberrysmoothieitem             |        0 | Blackberry Smoothie                 |     |
| foodBlackberryyogurt               | harvestcraft:blackberryyogurtitem               |        0 | Blackberry Yogurt                   |     |
| foodBlackpaella                    | harvestcraft:blackpaellaitem                    |        0 | Black Paella                        |     |
| foodBlackpepper                    | harvestcraft:blackpepperitem                    |        0 | Black Pepper                        |     |
| foodBlazingsoup                    | harvestcraft:blazingsoupitem                    |        0 | Blazing Soup                        |     |
| foodBlt                            | harvestcraft:bltitem                            |        0 | BLT                                 |     |
| foodBlueberryjelly                 | harvestcraft:blueberryjellyitem                 |        0 | Blueberry Jelly                     |     |
| foodBlueberryjellysandwich         | harvestcraft:blueberryjellysandwichitem         |        0 | Blueberry Jelly Sandwich            |     |
| foodBlueberryjuice                 | harvestcraft:blueberryjuiceitem                 |        0 | Blueberry Juice                     |     |
| foodBlueberrymuffin                | harvestcraft:blueberrymuffinitem                |        0 | Blueberry Muffin                    |     |
| foodBlueberrypancakes              | harvestcraft:blueberrypancakesitem              |        0 | Blueberry Pancakes                  |     |
| foodBlueberrypie                   | harvestcraft:blueberrypieitem                   |        0 | Blueberry Pie                       |     |
| foodBlueberrysmoothie              | harvestcraft:blueberrysmoothieitem              |        0 | Blueberry Smoothie                  |     |
| foodBlueberryyogurt                | harvestcraft:blueberryyogurtitem                |        0 | Blueberry Yogurt                    |     |
| foodBoiledegg                      | harvestcraft:boiledeggitem                      |        0 | Boiled Egg                          |     |
| foodBraisedonions                  | harvestcraft:braisedonionsitem                  |        0 | Braised Onions                      |     |
| foodBread                          | minecraft:bread                                 |        0 | Bread                               |     |
| foodBreadedporkchop                | harvestcraft:breadedporkchopitem                |        0 | Breaded Porkchop                    |     |
| foodBreakfastburrito               | harvestcraft:breakfastburritoitem               |        0 | Breakfast Burrito                   |     |
| foodBriochebun                     | harvestcraft:briochebunitem                     |        0 | Brioche Bun                         |     |
| foodBroccolimac                    | harvestcraft:broccolimacitem                    |        0 | Broccoli Mac                        |     |
| foodBroccolindip                   | harvestcraft:broccolindipitem                   |        0 | Broccoli n Dip                      |     |
| foodBrownie                        | harvestcraft:brownieitem                        |        0 | Brownie                             |     |
| foodBubbletea                      | harvestcraft:bubbleteaitem                      |        0 | Bubble Tea                          |     |
| foodBubblywater                    | harvestcraft:bubblywateritem                    |        0 | Bubbly Water                        |     |
| foodBulgogi                        | harvestcraft:bulgogiitem                        |        0 | Bulgogi                             |     |
| foodButter                         | harvestcraft:butteritem                         |        0 | Butter                              |     |
| foodButtercookie                   | harvestcraft:buttercookieitem                   |        0 | Butter Cookie                       |     |
| foodButteredpotato                 | harvestcraft:butteredpotatoitem                 |        0 | Buttered Potato                     |     |
| foodCactusfruitjuice               | harvestcraft:cactusfruitjuiceitem               |        0 | Cactus Fruit Juice                  |     |
| foodCactussoup                     | harvestcraft:cactussoupitem                     |        0 | Cactus Soup                         |     |
| foodCalamaricooked                 | harvestcraft:calamaricookeditem                 |        0 | Cooked Calamari                     |     |
| foodCalamariraw                    | harvestcraft:calamarirawitem                    |        0 | Raw Calamari                        |     |
| foodCaliforniaroll                 | harvestcraft:californiarollitem                 |        0 | California Roll                     |     |
| foodCandiedginger                  | harvestcraft:candiedgingeritem                  |        0 | Candied Ginger                      |     |
| foodCandiedlemon                   | harvestcraft:candiedlemonitem                   |        0 | Candied Lemon                       |     |
| foodCandiedpecans                  | harvestcraft:candiedpecansitem                  |        0 | Candied Pecans                      |     |
| foodCandiedsweetpotatoes           | harvestcraft:candiedsweetpotatoesitem           |        0 | Candied Sweet Potatoes              |     |
| foodCandiedwalnuts                 | harvestcraft:candiedwalnutsitem                 |        0 | Candied Walnuts                     |     |
| foodCantonesegreens                | harvestcraft:cantonesegreensitem                |        0 | Cantonese Greens                    |     |
| foodCantonesenoodles               | harvestcraft:cantonesenoodlesitem               |        0 | Cantonese Noodles                   |     |
